target_url,target_url_domain,target_url_agency_owner,target_url_bureau_owner,Analysis
recoveryswapshop.ird.appdat.jsc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Possible SSL issues
recoveryswapshop.jsc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Possible SSL issues
recruiting.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
redrecombineering.ncifcrf.gov,ncifcrf.gov,Department of Health and Human Services,"Enterprise Information Technology, NIH",www. required or site not present at targeted address
redrock.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
refinedproduct.fossil.energy.gov,energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",Site not present
regionalseminars.od.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Possible scan issue arising from META redirect
release.niem.gov,niem.gov,Department of Homeland Security,"Department of Homeland Security, Office of the Chief Information Officer",Possible scan issue arising from META redirect
remoteaccess.tva.gov,tva.gov,Tennessee Valley Authority,TVA IT,Site not present
remotepiv.niehs.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Possible SSL issues
repi.mil,repi.mil,Department of Defense,,www. required
reporting.gov,reporting.gov,General Services Administration,"GSA, IDI, EAS-SF",www. required or site not present at targeted address
reserve.uscg.mil,uscg.mil,Department of Defense,Coast Guard,www. required
resilience.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
restorethegulf.gov,restorethegulf.gov,Gulf Coast Ecosystem Restoration Council,National Oceanic and Atmospheric Administration (NOAA),Resolve to different Final URLs depending on if www. is included or not
retirees.af.mil,af.mil,Department of Defense,Air Force,www. required
ric.nrc.gov,nrc.gov,Nuclear Regulatory Commission,Nuclear Regulatory Commission,Site errors out
rmc.usace.army.mil,army.mil,Department of Defense,Army,www. required
rnajunction.ncifcrf.gov,ncifcrf.gov,Department of Health and Human Services,"Enterprise Information Technology, NIH",www. required or site not present at targeted address
robins.af.mil,af.mil,Department of Defense,Air Force,www. required
rockyags.cr.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,www. required or site not present at targeted address
romanpot-logbook.phy.bnl.gov,bnl.gov,Department of Energy,Brookhaven National Laboratory,Site errors out
roswell.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
rpif.jpl.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
rps.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
rwtf.defense.gov,defense.gov,Department of Defense,Defense Media Activity,www. required or site not present at targeted address
sac.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
sad.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
safcn.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
safercar.gov,safercar.gov,Department of Transportation,National Highway Traffic Safety Administration,www. required
safety.af.mil,af.mil,Department of Defense,Air Force,www. required
safety.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
saffm.hq.af.mil,af.mil,Department of Defense,Air Force,www. required
safgc.hq.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
safia.hq.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
safie.hq.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
safir.jpl.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
safsq.hq.af.mil,af.mil,Department of Defense,Air Force,www. required
saj.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
sales-d.fdic.gov,fdic.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Site errors out
sales-q.fdic.gov,fdic.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Site errors out
sales-s.fdic.gov,fdic.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Site errors out
sales.fdic.gov,fdic.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Site errors out
salesforce.trade.gov,trade.gov,Department of Commerce,International Trade Administration,Site errors out
sam.gov,sam.gov,General Services Administration,"GSA, FAS, System for Award Management",www. required
sam.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
samhsa.gov,samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,www. required
sand.nwisrl.ars.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,Site errors out
sandbox.ntp.niehs.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
sanjose.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site errors out
sas.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
sbageotask.larc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
sbrsfa.velo.pnnl.gov,pnnl.gov,Department of Energy,Pacific Northwest National Laboratory,www. required or site not present at targeted address
sbst.gov,sbst.gov,General Services Administration,"GSA,FAS,Technology Transformation Service",Resolve to different Final URLs depending on if www. is included or not
scguard.ng.mil,ng.mil,Department of Defense,National Guard,www. required
schenck.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
schriever.spaceforce.mil,spaceforce.mil,Department of Defense,Space Force,www. required or site not present at targeted address
scidac.gov,scidac.gov,Department of Energy,Oak Ridge National Laboratory,Resolve to different Final URLs depending on if www. is included or not
science.msfc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Site Errors Out
scientificadvisoryboard.af.mil,af.mil,Department of Defense,Air Force,www. required
scott.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
sdms.cr.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,www. required or site not present at targeted address
seaport.navy.mil,navy.mil,Department of Defense,Navy,www. required or site not present at targeted address
search-origin.cdc.gov,cdc.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,Possible scan issue arising from META redirect
search.epa.gov,epa.gov,Environmental Protection Agency,Environmental Protection Agency,Site Errors Out
seaway.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
secretsdeclassified.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
securemail.hudoig.gov,hudoig.gov,Department of Housing and Urban Development,Office of Inspector General,www. required or site not present at targeted address
securemail1.doioig.gov,doioig.gov,Department of the Interior,U.S. DEPARTMENT OF INTERIOR / OIG,Site Errors Out
securexfer.ncua.gov,ncua.gov,National Credit Union Administration,National Credit Union Administration,www. required or site not present at targeted address
selectagents.gov,selectagents.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,Resolve to different Final URLs depending on if www. is included or not
sems.epa.gov,epa.gov,Environmental Protection Agency,Environmental Protection Agency,www. required or site not present at targeted address
services.irs.gov,irs.gov,Department of the Treasury,Department of the Treasury - IRS,Site Errors Out
sewp.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Site Errors Out
sewp1-2-pz.sewp.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Site Errors Out
seymourjohnson.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
sfm.fmcsa.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
sftp1.phmsa.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
sgisnidillr.acl.gov,acl.gov,Department of Health and Human Services,Administration for Community Living,www. required or site not present at targeted address
share.hsinuat.dhs.gov,dhs.gov,Department of Homeland Security,Headquarters,Site Errors Out
shaw.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
sheppard.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
shm.cc.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Possible scan issue arising from META redirect
shop.nist.gov,nist.gov,Department of Commerce,National Institute of Standards and Technology,Possible scan issue arising from META redirect
shreveport.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
sierrafire.cr.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,www. required or site not present at targeted address
sierranevada.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
sigtarp.gov,sigtarp.gov,Department of the Treasury,Special Inspector General for the Troubled Asset Relief Program,www. required or site not present at targeted address
simon.er.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Possible scan issue arising from META redirect
simx.lanl.gov,lanl.gov,Department of Energy,Los Alamos National Laboratory,www. required or site not present at targeted address
sis.nws.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Possible scan issue arising from META redirect
siss.fincen.gov,fincen.gov,Department of the Treasury,Department of the Treasury - FINCEN,www. required or site not present at targeted address
sit-tsdr.etc.uspto.gov,uspto.gov,Department of Commerce,USPTO,Site Errors Out
skysoldiers.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
smartgrid.gov,smartgrid.gov,Department of Energy,Office of Electricity Delivery and Energy Reliability,Resolve to different Final URLs depending on if www. is included or not
smdc.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
smm.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
smmc.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
snacregister.samhsa.gov,samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Site Errors Out
soa.tva.gov,tva.gov,Tennessee Valley Authority,TVA IT,Site Errors Out
soartrack.samhsa.gov,samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Site Errors Out
soarworks.samhsa.gov,samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Site Errors Out
solardecathlon.gov,solardecathlon.gov,Department of Energy,Office of Energy Efficiency and Renewable Energy,www. required
southbronx.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
southcom.mil,southcom.mil,Department of Defense,,www. required
sp.arsnet.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,www. required or site not present at targeted address
spa.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
spacecom.mil,spacecom.mil,Department of Defense,,www. required
spaceforce.mil,spaceforce.mil,Department of Defense,Space Force,www. required
spacestem.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
sparc.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,www. required or site not present at targeted address
sparks.nhtsa.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site Errors Out
sparq.doleta.gov,doleta.gov,Department of Labor,Office of the Chief Information Officer,www. required or site not present at targeted address
spars-sts.samhsa.gov,samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Site Errors Out
spc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Possible scan issue arising from META redirect
spd15revision.gov,spd15revision.gov,Department of Commerce,Census Bureau,www. breaks
spdf1.sci.gsfc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
specialwarfaretw.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
spk.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
spl.usace.army.mil,army.mil,Department of Defense,Army,www. required
spn.usace.army.mil,army.mil,Department of Defense,Army,www. required
spoc.spaceforce.mil,spaceforce.mil,Department of Defense,Space Force,www. required
springdale.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
spsrch.cit.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
srf.navy.mil,navy.mil,Department of Defense,Navy,www. required or site not present at targeted address
srs.gov,srs.gov,Department of Energy,Savannah River Nuclear Solutions (SRNS),www. required
ssc.spaceforce.mil,spaceforce.mil,Department of Defense,Space Force,www. required
ssd.wrh.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Site Errors Out
sso-east.csp.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,www. required or site not present at targeted address
sso-north.csp.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,www. required or site not present at targeted address
sso-west.csp.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,www. required or site not present at targeted address
sso.ccs.ornl.gov,ornl.gov,Department of Energy,Oak Ridge National Laboratory,Site Errors Out
sso.sandia.gov,sandia.gov,Department of Energy,Sandia National Laboratories,Site Errors Out
sso.treasury.gov,treasury.gov,Department of the Treasury,Department of the Treasury - OCIO,www. required or site not present at targeted address
sso.usaid.gov,usaid.gov,U.S. Agency for International Development,M/CIO,Site Errors Out
ssouat.usaid.gov,usaid.gov,U.S. Agency for International Development,M/CIO,Site Errors Out
starcom.spaceforce.mil,spaceforce.mil,Department of Defense,Space Force,www. required
state.gov,state.gov,Department of State,Bureau of Global Public Affairs (GPA),www. breaks
state.usajobs.gov,usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,Site Errors Out
stg-asprportal.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
stg-asprwg.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
stg-asprwgpublic.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
stg-mysitendms.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
stg-ndms.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
stg-phe.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,www. required or site not present at targeted address
stgdatatools.samhsa.gov,samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Site Errors Out
stopbullying.gov,stopbullying.gov,Department of Health and Human Services,Office of the Secretary,www. breaks
stopfakes.gov,stopfakes.gov,Department of Commerce,International Trade Administration,www. required
store.samhsa.gov,samhsa.gov,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Site Errors Out
stratcom.mil,stratcom.mil,Department of Defense,,www. required
streamstatsags.cr.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Site Errors Out
studentaid.gov,studentaid.gov,Department of Education,Department of Education,www. breaks
studyguides.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
sublant.usff.navy.mil,navy.mil,Department of Defense,Navy,www. required or site not present at targeted address
surflant.usff.navy.mil,navy.mil,Department of Defense,Navy,www. required or site not present at targeted address
surfpac.navy.mil,navy.mil,Department of Defense,Navy,www. required
survey.ahrq.gov,ahrq.gov,Department of Health and Human Services,Agency for Healthcare Research and Quality,www. required or site not present at targeted address
survey.fdicconnect.gov,fdicconnect.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,Site Errors Out
survey.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
survey.ole.justice.gov,justice.gov,Department of Justice,Department of Justice,www. required or site not present at targeted address
swcs.mil,swcs.mil,Department of Defense,Army,www. required
swf.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
swg.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
swl.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
tac.nist.gov,nist.gov,Department of Commerce,National Institute of Standards and Technology,Site Errors Out
tam.usace.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
tap.orr.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Possible scan issue arising from META redirect
tasefiling.gov,tasefiling.gov,Department of Commerce,International Trade Administration,www. breaks
tcr.sec.gov,sec.gov,Securities and Exchange Commission,Network Operations Branch,Possible SSL issues
technow.tva.gov,tva.gov,Tennessee Valley Authority,TVA IT,Possible scan issue arising from META redirect
tecom.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
tenure.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
teregistration.cbp.gov,cbp.gov,Department of Homeland Security,U.S. Customs and Border Protection,www. required or site not present at targeted address
tesseract.af.mil,af.mil,Department of Defense,Air Force,www. required
test-evaluation.osd.mil,osd.mil,Department of Defense,Army,www. required
test-knock.ttb.gov,ttb.gov,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,Site Errors Out
testdomain2.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,Site Errors Out
textrous.irp.nia.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
tf515.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
tgftp.cp.ncep.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Site Errors Out
tgm.nibib.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
thor-f5.er.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Site Errors Out
thy.phy.bnl.gov,bnl.gov,Department of Energy,Brookhaven National Laboratory,www. required or site not present at targeted address
tigerz.gsfc.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
timberlake.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
time.gov,time.gov,Department of Commerce,National Institute of Standards and Technology,Resolve to different Final URLs depending on if www. is included or not
tinker.af.mil,af.mil,Department of Defense,Air Force,www. required
tlc.response.epa.gov,epa.gov,Environmental Protection Agency,Environmental Protection Agency,Site Errors Out
tobyhanna.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
tonguepoint.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
toolbox.cdan.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site Errors Out
torch.aetc.af.mil,af.mil,Department of Defense,Air Force,www. required
tox21.gov,tox21.gov,Department of Health and Human Services,National Center for Advancing Translational Sciences,www. breaks
trac.mcs.anl.gov,anl.gov,Department of Energy,Argonne National Laboratory,Site Errors Out
tracc.anl.gov,anl.gov,Department of Energy,Argonne National Laboratory,Possible scan issue arising from META redirect
trademark.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
train.empowhr.gov,empowhr.gov,U.S. Department of Agriculture,National Finance Center,www. required or site not present at targeted address
train.hris.va.gov,va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",www. required or site not present at targeted address
training2.msix.ed.gov,ed.gov,Department of Education,Office of Chief Information Officer,Site Errors Out
trainingproviderresults.gov,trainingproviderresults.gov,Department of Labor,Office of the Chief Information Officer,www. required
transfer-vas.fdic.gov,fdic.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,www. required or site not present at targeted address
treasureisland.jobcorps.gov,jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,Site Errors Out
treasurydirect.gov,treasurydirect.gov,Department of the Treasury,Bureau of the Public Debt,Resolve to different Final URLs depending on if www. is included or not
trec.nist.gov,nist.gov,Department of Commerce,National Institute of Standards and Technology,Site Errors Out
trngcmd.marines.mil,marines.mil,Department of Defense,Marine Corps,www. required or site not present at targeted address
trnvipssp.dmcseddebt.ed.gov,ed.gov,Department of Education,Office of Chief Information Officer,Site Errors Out
tsunami.gov,tsunami.gov,Department of Commerce,West Coast & Alaska Tsunami Warning Center,Resolve to different Final URLs depending on if www. is included or not
tswg.gov,tswg.gov,Department of Defense,Irregular Warfare Technical Support Directorate,Resolve to different Final URLs depending on if www. is included or not
tt.nfc.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,Site Errors Out
ttb.gov,ttb.gov,Department of the Treasury,Alcohol and Tobacco Tax and Trade Bureau,www. required
ttgp.navy.mil,navy.mil,Department of Defense,Navy,www. required
tutorial.consumersentinel.gov,consumersentinel.gov,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),www. required or site not present at targeted address
tva.gov,tva.gov,Tennessee Valley Authority,TVA IT,Site Errors Out
twentynine-palms.tricare.mil,tricare.mil,Department of Defense,,Site Errors Out
txdata.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Site Errors Out
tyndall.af.mil,af.mil,Department of Defense,Air Force,www. required
uaaa.tva.gov,tva.gov,Tennessee Valley Authority,TVA IT,www. required or site not present at targeted address
ucportal.acf.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,Site Errors Out
udall.gov,udall.gov,Morris K. Udall and Stewart L. Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,Resolve to different Final URLs depending on if www. is included or not
ugo.nichd.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
uis.doleta.gov,doleta.gov,Department of Labor,Office of the Chief Information Officer,www. required or site not present at targeted address
umesc-gisdb03.er.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,Site Errors Out
unc.mil,unc.mil,Department of Defense,,www. required
unicor.gov,unicor.gov,Department of Justice,Unicor,Resolve to different Final URLs depending on if www. is included or not
urban.wr.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,www. required or site not present at targeted address
ursdapp.urs.eosdis.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
urspapp.urs.eosdis.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,www. required or site not present at targeted address
usace.army.mil,army.mil,Department of Defense,Army,www. required
usafmcom.army.mil,army.mil,Department of Defense,Army,www. required
usanato.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
usar.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
usarcent.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
usarj.army.mil,army.mil,Department of Defense,Army,www. required or site not present at targeted address
uscg.mil,uscg.mil,Department of Defense,Coast Guard,www. required
usda.empowhr.gov,empowhr.gov,U.S. Department of Agriculture,National Finance Center,Possible scan issue arising from META redirect
usdebitcard.gov,usdebitcard.gov,Department of the Treasury,Department of the Treasury - FMS,Resolve to different Final URLs depending on if www. is included or not
userfees.fda.gov,fda.gov,Department of Health and Human Services,U. S. Food and Drug Administration,Possible scan issue arising from META redirect
usff.navy.mil,navy.mil,Department of Defense,Navy,www. required or site not present at targeted address
usfj.mil,usfj.mil,Department of Defense,,www. required
usfk.mil,usfk.mil,Department of Defense,,www. required
usgeo.gov,usgeo.gov,National Aeronautics and Space Administration,NASA Langley Research Center,Resolve to different Final URLs depending on if www. is included or not
usgsi.usajobs.gov,usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,Site Errors Out
usicecenter.gov,usicecenter.gov,Department of Commerce,U. S. National Ice Center,www. breaks
usmc.usajobs.gov,usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,Site Errors Out
usmcservmart.gsa.gov,gsa.gov,General Services Administration,"GSA, IDI, ECAS II",Possible scan issue arising from META redirect
usnagis.ba.ars.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,www. required or site not present at targeted address
usphs.gov,usphs.gov,Department of Health and Human Services,Office of the Secretary,Resolve to different Final URLs depending on if www. is included or not
usphs.usajobs.gov,usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,Site Errors Out
vaid.cdan.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site Errors Out
vance.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
vandenberg.spaceforce.mil,spaceforce.mil,Department of Defense,Space Force,www. required
vasalesportal.gsa.gov,gsa.gov,General Services Administration,"GSA, IDI, ECAS II",www. required or site not present at targeted address
vcgate01.video.srs.gov,srs.gov,Department of Energy,Savannah River Nuclear Solutions (SRNS),www. required or site not present at targeted address
vcgate02.video.srs.gov,srs.gov,Department of Energy,Savannah River Nuclear Solutions (SRNS),www. required or site not present at targeted address
verify.scinet.usda.gov,usda.gov,U.S. Department of Agriculture,U.S. Department of Agriculture,Site Errors Out
veterans-in-blue.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
vipssp.dmcseddebt.ed.gov,ed.gov,Department of Education,Office of Chief Information Officer,Possible scan issue arising from META redirect
visn2.va.gov,va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",www. required or site not present at targeted address
visn23.va.gov,va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",www. required
vista-api.nhtsa.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site Errors Out
vjsc.russia.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Site Errors Out
vlm.cem.va.gov,va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",www. required
vmsfc.russia.nasa.gov,nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,Site Errors Out
vmsshare.nist.gov,nist.gov,Department of Commerce,National Institute of Standards and Technology,Site Errors Out
volkfield.ang.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
volpe.dot.gov,dot.gov,Department of Transportation,Department of Transportation,www. required or site not present at targeted address
vr.cdan.dot.gov,dot.gov,Department of Transportation,Department of Transportation,Site Errors Out
vtsave.nlm.nih.gov,nih.gov,Department of Health and Human Services,National Institutes of Health,www. required or site not present at targeted address
w1.weather.gov,weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,www. required or site not present at targeted address
w2.weather.gov,weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,www. required or site not present at targeted address
wa1.vpn.oig.treas.gov,treas.gov,Department of the Treasury,Department of the Treasury - DO,www. required or site not present at targeted address
wads.ang.af.mil,af.mil,Department of Defense,Air Force,www. required
warren.af.mil,af.mil,Department of Defense,Air Force,www. required
wasterservices.usgs.gov,usgs.gov,Department of the Interior,U.S. Geological Survey,www. required or site not present at targeted address
watermonitor.gov,watermonitor.gov,Department of the Interior,U.S. Geological Survey,www. breaks
watersgeo.epa.gov,epa.gov,Environmental Protection Agency,Environmental Protection Agency,Site Errors Out
wavelength.af.mil,af.mil,Department of Defense,Air Force,www. required or site not present at targeted address
weather.pppl.gov,pppl.gov,Department of Energy,Princeton Plasma Physics Lab,Site Errors Out
web.dma.mil,dma.mil,Department of Defense,,www. required or site not present at targeted address
webdev.techlab.cdc.gov,cdc.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,Site Errors Out
webharvest.gov,webharvest.gov,National Archives and Records Administration,National Archives and Records Administration,Resolve to different Final URLs depending on if www. is included or not
webinarcqauth1.cms.hhs.gov,hhs.gov,Department of Health and Human Services,Office of the Secretary,Site Errors Out
webmaps.afsc.noaa.gov,noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,Site Errors Out
westover.afrc.af.mil,af.mil,Department of Defense,Air Force,www. required
