final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://ahead.hiv.gov/,hiv.gov,ahead.hiv.gov,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",TRUE
https://ahed.nasa.gov/,nasa.gov,ahed.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ahed.smce.nasa.gov/,nasa.gov,ahed.smce.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ai-workshop-2020.jpl.nasa.gov/,nasa.gov,ai-workshop-2020.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ai.fmcsa.dot.gov/,dot.gov,ai.fmcsa.dot.gov,Department of Transportation,United States Department of Transportation,TRUE
https://ai.jpl.nasa.gov/,nasa.gov,ai.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://aiaa-dpw.larc.nasa.gov/,nasa.gov,aiaa-dpw.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://aidscape.usaid.gov/,usaid.gov,aidscape.usaid.gov,U.S. Agency for International Development,M/CIO,TRUE
https://aidscapeuat.usaid.gov/,usaid.gov,aidscapeuat.usaid.gov,U.S. Agency for International Development,M/CIO,TRUE
https://ails.arc.nasa.gov/,nasa.gov,ails.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://aim.nrel.gov/,nrel.gov,aim.nrel.gov,Department of Energy,National Renewable Energy Laboratory,FALSE
https://aims.nesdis.noaa.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,noaa.gov,aims.nesdis.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://aipl.arsusda.gov/,arsusda.gov,aipl.arsusda.gov,U.S. Department of Agriculture,Agricultural Research Service,FALSE
https://aiptest.rma.usda.gov/,usda.gov,aiptest.rma.usda.gov,U.S. Department of Agriculture,USDA,FALSE
https://air538.app.cloud.gov/,cloud.gov,air538.app.cloud.gov,General Services Administration,"GSA, TTS",TRUE
https://airbornescience.jpl.nasa.gov/,nasa.gov,airbornescience.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://airbornescience.nasa.gov/,nasa.gov,airbornescience.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://airc.nist.gov/home,nist.gov,airc.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://aircrafticing.grc.nasa.gov/,nasa.gov,aircrafticing.grc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://airforce.usajobs.gov/,usajobs.gov,airforce.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://airknowledge.gov/,airknowledge.gov,airknowledge.gov,Environmental Protection Agency,U.S. Environmental Protection Agency,TRUE
https://airleakage-calc.ornl.gov/#/,ornl.gov,airleakage-calc.ornl.gov,Department of Energy,Oak Ridge National Laboratory,FALSE
https://airmoss.jpl.nasa.gov/,nasa.gov,airmoss.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://airmoss.ornl.gov/,ornl.gov,airmoss.ornl.gov,Department of Energy,Oak Ridge National Laboratory,TRUE
https://airnow-green.app.cloud.gov/,cloud.gov,airnow-green.app.cloud.gov,General Services Administration,"GSA, TTS",TRUE
https://airquality.gsfc.nasa.gov/,nasa.gov,airquality.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://airquality.lanl.gov/,lanl.gov,airquality.lanl.gov,Department of Energy,Los Alamos National Laboratory,FALSE
https://airquality.weather.gov/,weather.gov,airquality.weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://airrange.ssc.nasa.gov/WarningBanner/,nasa.gov,airrange.ssc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://airs.jpl.nasa.gov/,nasa.gov,airs.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://airsar.jpl.nasa.gov/,nasa.gov,airsar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://airsl0.gesdisc.eosdis.nasa.gov/,nasa.gov,airsl0.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://airsl1.gesdisc.eosdis.nasa.gov/,nasa.gov,airsl1.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://airsl2.gesdisc.eosdis.nasa.gov/,nasa.gov,airsl2.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://airsnrt.jpl.nasa.gov/,nasa.gov,airsnrt.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://airsnrt2.jpl.nasa.gov/,nasa.gov,airsnrt2.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://airsteam.jpl.nasa.gov/,nasa.gov,airsteam.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ak-chin.nsopw.gov/,nsopw.gov,ak-chin.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://ak3.acl.gov/,acl.gov,ak3.acl.gov,Department of Health and Human Services,Administration for Community Living,FALSE
https://aka-www.hhs.gov/,hhs.gov,aka-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev-ion-www.hhs.gov/,hhs.gov,akadev-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev-juntossipodemos.hhs.gov/,hhs.gov,akadev-juntossipodemos.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev-wecandothis.hhs.gov/,hhs.gov,akadev-wecandothis.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev1-ion-www.hhs.gov/,hhs.gov,akadev1-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev2-ion-www.hhs.gov/,hhs.gov,akadev2-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev3-ion-www.hhs.gov/,hhs.gov,akadev3-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev4-ion-www.hhs.gov/,hhs.gov,akadev4-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akadev5-ion-www.hhs.gov/,hhs.gov,akadev5-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akaprod-betobaccofree.hhs.gov/,hhs.gov,akaprod-betobaccofree.hhs.gov,Department of Health and Human Services,Office of the Secretary,FALSE
https://akaprod-digitalmedia.hhs.gov/,hhs.gov,akaprod-digitalmedia.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akaprod-hab.hrsa.gov/,hrsa.gov,akaprod-hab.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,TRUE
https://akaprod-ion-www.hhs.gov/,hhs.gov,akaprod-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akaprod-therealcost.betobaccofree.hhs.gov/,hhs.gov,akaprod-therealcost.betobaccofree.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akaprod-www.foodsafety.gov/,foodsafety.gov,akaprod-www.foodsafety.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akaprod-www.hhs.gov/,hhs.gov,akaprod-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akaprod-www.stopbullying.gov/,stopbullying.gov,akaprod-www.stopbullying.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage-hab.hrsa.gov/,hrsa.gov,akastage-hab.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,TRUE
https://akastage-ion-www.hhs.gov/,hhs.gov,akastage-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage-juntossipodemos.hhs.gov/,hhs.gov,akastage-juntossipodemos.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage-therealcost.betobaccofree.hhs.gov/,hhs.gov,akastage-therealcost.betobaccofree.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage-wecandothis.hhs.gov/,hhs.gov,akastage-wecandothis.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage-www.foodsafety.gov/,foodsafety.gov,akastage-www.foodsafety.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage-www.hhs.gov/,hhs.gov,akastage-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage-www.stopbullying.gov/,stopbullying.gov,akastage-www.stopbullying.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage.reproductiverights.gov/,reproductiverights.gov,akastage.reproductiverights.gov,Executive Office of the President,Executive Office of the President,TRUE
https://akastage1-ion-www.hhs.gov/,hhs.gov,akastage1-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage2-ion-www.hhs.gov/,hhs.gov,akastage2-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage3-ion-www.hhs.gov/,hhs.gov,akastage3-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage4-ion-www.hhs.gov/,hhs.gov,akastage4-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akastage5-ion-www.hhs.gov/,hhs.gov,akastage5-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akatest-ion-www.hhs.gov/,hhs.gov,akatest-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akatest1-ion-www.hhs.gov/,hhs.gov,akatest1-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akatest2-ion-www.hhs.gov/,hhs.gov,akatest2-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akatest3-ion-www.hhs.gov/,hhs.gov,akatest3-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akatest4-ion-www.hhs.gov/,hhs.gov,akatest4-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akatest5-ion-www.hhs.gov/,hhs.gov,akatest5-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akauat-ion-www.hhs.gov/,hhs.gov,akauat-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,TRUE
https://akwg.cap.gov/,cap.gov,akwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://alaska-mdc.diver.orr.noaa.gov/,noaa.gov,alaska-mdc.diver.orr.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://alaska.jobcorps.gov/,jobcorps.gov,alaska.jobcorps.gov,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://albedomap.lbl.gov/,lbl.gov,albedomap.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alcoholpolicy.niaaa.nih.gov/,nih.gov,alcoholpolicy.niaaa.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://alcoholtreatment.niaaa.nih.gov/,nih.gov,alcoholtreatment.niaaa.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://aldo.ctss.nih.gov/,nih.gov,aldo.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://alert.nih.gov/,nih.gov,alert.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://alerts-v2.weather.gov/#/,weather.gov,alerts-v2.weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://alerts.pnnl.gov/staffinfo.asp,pnnl.gov,alerts.pnnl.gov,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://alerts.weather.gov/,weather.gov,alerts.weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://all-sorns.app.cloud.gov/,cloud.gov,all-sorns.app.cloud.gov,General Services Administration,"GSA, TTS",TRUE
https://allaccess.lbl.gov/,lbl.gov,allaccess.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://allofus.nih.gov/,nih.gov,allofus.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://alpha-api.urs.eosdis.nasa.gov/,nasa.gov,alpha-api.urs.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://alpha.cpars.gov/cpars/app/home_input.action,cpars.gov,alpha.cpars.gov,General Services Administration,"GSA, FAS, System for Award Management",FALSE
https://alpha.sam.gov/content/home,sam.gov,alpha.sam.gov,General Services Administration,"GSA, FAS, System for Award Management",TRUE
https://alpha.urs.eosdis.nasa.gov/,nasa.gov,alpha.urs.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://alpha2.sam.gov/content/home,sam.gov,alpha2.sam.gov,General Services Administration,"GSA, FAS, System for Award Management",TRUE
https://als.lbl.gov/,lbl.gov,als.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alshub.als.lbl.gov/,lbl.gov,alshub.als.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alsusweb.lbl.gov/,lbl.gov,alsusweb.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alumni.ilea.state.gov/,state.gov,alumni.ilea.state.gov,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://alumni.state.gov/,state.gov,alumni.state.gov,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://alumni.udall.gov/Login.aspx,udall.gov,alumni.udall.gov,Morris K. Udall and Stewart L. Udall Foundation,Morris K Udall Foundation,FALSE
https://alvarezphysicsmemos.lbl.gov/,lbl.gov,alvarezphysicsmemos.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alwg.cap.gov/,cap.gov,alwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://alzped.nia.nih.gov/,nih.gov,alzped.nia.nih.gov,Department of Health and Human Services,National Institutes of Health,TRUE
https://amac.lbl.gov/,lbl.gov,amac.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://amberalert.ojp.gov/,ojp.gov,amberalert.ojp.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Prograns (OJP)",TRUE
https://amberjackm.nmfs.noaa.gov/,noaa.gov,amberjackm.nmfs.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://ambismobile.niaid.nih.gov/default.htm,nih.gov,ambismobile.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://ambismobileqa.niaid.nih.gov/default.htm,nih.gov,ambismobileqa.niaid.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://ambsurvey.nichd.nih.gov/ams/login.html,nih.gov,ambsurvey.nichd.nih.gov,Department of Health and Human Services,National Institutes of Health,FALSE
https://amdar.ncep.noaa.gov/,noaa.gov,amdar.ncep.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://amdsb.larc.nasa.gov/,nasa.gov,amdsb.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://americanenglish.state.gov/,state.gov,americanenglish.state.gov,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://americansamoa.noaa.gov/,noaa.gov,americansamoa.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://americanspaces.state.gov/,state.gov,americanspaces.state.gov,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://americaslibrary.gov/,americaslibrary.gov,americaslibrary.gov,Library of Congress,Library of Congress,FALSE
https://americorps.gov/,americorps.gov,americorps.gov,Corporation for National & Community Service,AmeriCorps,TRUE
https://ameriflux-data.lbl.gov/,lbl.gov,ameriflux-data.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
