final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,scan_date,dap_detected_final_url
https://aeonivv2sk.hosc.msfc.nasa.gov/,nasa.gov,aeonivv2sk.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:09.703Z,FALSE
https://aeonivv2sp.hosc.msfc.nasa.gov/,nasa.gov,aeonivv2sp.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:24.628Z,FALSE
https://aeonms.hosc.msfc.nasa.gov/,nasa.gov,aeonms.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:44.439Z,FALSE
https://aeonodte.hosc.msfc.nasa.gov/,nasa.gov,aeonodte.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:33.597Z,FALSE
https://aeonowa.hosc.msfc.nasa.gov/,nasa.gov,aeonowa.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:27:26.001Z,FALSE
https://aeonsk.hosc.msfc.nasa.gov/,nasa.gov,aeonsk.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:27:32.496Z,FALSE
https://aeonsp.hosc.msfc.nasa.gov/,nasa.gov,aeonsp.hosc.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:55.477Z,FALSE
https://aep.airports.faa.gov/Default.aspx,faa.gov,aep.airports.faa.gov,Department of Transportation,Federal Aviation Administration,2023-06-10T01:10:43.913Z,FALSE
https://aero-fp.larc.nasa.gov/,nasa.gov,aero-fp.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:31.093Z,FALSE
https://aero.larc.nasa.gov/,nasa.gov,aero.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:55:20.118Z,TRUE
https://aerocenter.gsfc.nasa.gov/,nasa.gov,aerocenter.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:37.652Z,TRUE
https://aeroelasticity.larc.nasa.gov/,nasa.gov,aeroelasticity.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:27.604Z,TRUE
https://aeronet.gsfc.nasa.gov/,nasa.gov,aeronet.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:45.818Z,TRUE
https://aes.faa.gov/,faa.gov,aes.faa.gov,Department of Transportation,Federal Aviation Administration,2023-06-10T01:11:36.424Z,FALSE
https://aesics.cr.usgs.gov/,usgs.gov,aesics.cr.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:13:42.033Z,FALSE
https://aesir.gsfc.nasa.gov/,nasa.gov,aesir.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:53.837Z,FALSE
https://aether.lbl.gov/,lbl.gov,aether.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:35:30.081Z,FALSE
https://afd.defense.gov/,defense.gov,afd.defense.gov,Department of Defense,Defense Media Activity,2023-06-10T00:57:34.408Z,TRUE
https://afdc.energy.gov/,energy.gov,afdc.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:07:33.055Z,TRUE
https://affordableconnectivity.gov/,affordableconnectivity.gov,affordableconnectivity.gov,Federal Communications Commission,Office of the Managing Director,2023-06-10T00:27:54.892Z,FALSE
https://afm.fmi.gov/account/login,fmi.gov,afm.fmi.gov,General Services Administration,"GSA, IC, OGP WebPortfolio",2023-06-10T01:16:20.061Z,FALSE
https://afmss.blm.gov/,blm.gov,afmss.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,2023-06-10T02:06:37.639Z,FALSE
https://afmss.training.blm.gov/,blm.gov,afmss.training.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,2023-06-10T00:44:25.845Z,FALSE
https://afni.nimh.nih.gov/,nih.gov,afni.nimh.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:03:34.085Z,TRUE
https://afsc-hq-mil-tac.ecfr.gov/,ecfr.gov,afsc-hq-mil-tac.ecfr.gov,Government Publishing Office,US Government Publishing Office,2023-06-10T02:25:08.907Z,TRUE
https://agclass.nal.usda.gov/,usda.gov,agclass.nal.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T02:54:23.462Z,TRUE
https://age.edc.usda.gov/vpn/index.html,usda.gov,age.edc.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:10:02.743Z,FALSE
https://agencyportal.usajobs.gov/,usajobs.gov,agencyportal.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:06:57.229Z,FALSE
https://agents.floodsmart.gov/,floodsmart.gov,agents.floodsmart.gov,Department of Homeland Security,FEMA,2023-06-10T01:15:25.359Z,TRUE
https://ageweb.irp.nia.nih.gov/,nih.gov,ageweb.irp.nia.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:10:47.019Z,FALSE
https://aghealth.nih.gov/,nih.gov,aghealth.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:11:21.704Z,TRUE
https://agid.acl.gov/,acl.gov,agid.acl.gov,Department of Health and Human Services,Administration for Community Living,2023-06-10T00:35:30.913Z,TRUE
https://agile.18f.gov/,18f.gov,agile.18f.gov,General Services Administration,"GSA, TTS",2023-06-10T03:15:16.326Z,TRUE
https://agingresearchbiobank.nia.nih.gov/,nih.gov,agingresearchbiobank.nia.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:30:05.287Z,FALSE
https://agingstats.gov/,agingstats.gov,agingstats.gov,Department of Health and Human Services,Administration for Community Living,2023-06-10T00:26:59.729Z,TRUE
https://agisportal.lanl.gov/,lanl.gov,agisportal.lanl.gov,Department of Energy,Los Alamos National Laboratory,2023-06-10T01:35:37.119Z,FALSE
https://aglearn.usda.gov/,usda.gov,aglearn.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T02:57:13.124Z,FALSE
https://agresearchmag.ars.usda.gov/,usda.gov,agresearchmag.ars.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:10:51.563Z,FALSE
https://ahat.sc.egov.usda.gov/,usda.gov,ahat.sc.egov.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:10:20.890Z,FALSE
https://ahead.hiv.gov/,hiv.gov,ahead.hiv.gov,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",2023-06-10T03:40:47.490Z,TRUE
https://ahed.nasa.gov/,nasa.gov,ahed.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:57:44.401Z,TRUE
https://ahed.smce.nasa.gov/,nasa.gov,ahed.smce.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:58:45.036Z,TRUE
https://ai-workshop-2020.jpl.nasa.gov/,nasa.gov,ai-workshop-2020.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:58:44.986Z,TRUE
https://ai.fmcsa.dot.gov/,dot.gov,ai.fmcsa.dot.gov,Department of Transportation,United States Department of Transportation,2023-06-10T01:15:29.959Z,TRUE
https://ai.jpl.nasa.gov/,nasa.gov,ai.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:40:14.530Z,TRUE
https://aiaa-dpw.larc.nasa.gov/,nasa.gov,aiaa-dpw.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:45.411Z,FALSE
https://aidscape.usaid.gov/,usaid.gov,aidscape.usaid.gov,U.S. Agency for International Development,M/CIO,2023-06-10T02:04:19.053Z,TRUE
https://aidscapeuat.usaid.gov/,usaid.gov,aidscapeuat.usaid.gov,U.S. Agency for International Development,M/CIO,2023-06-10T02:03:13.357Z,TRUE
https://ails.arc.nasa.gov/,nasa.gov,ails.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:28:36.986Z,TRUE
https://aim.nrel.gov/,nrel.gov,aim.nrel.gov,Department of Energy,National Renewable Energy Laboratory,2023-06-10T02:37:17.107Z,FALSE
https://aims.nesdis.noaa.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,noaa.gov,aims.nesdis.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T01:41:22.028Z,FALSE
https://aipl.arsusda.gov/,arsusda.gov,aipl.arsusda.gov,U.S. Department of Agriculture,Agricultural Research Service,2023-06-10T00:44:21.353Z,FALSE
https://aiptest.rma.usda.gov/,usda.gov,aiptest.rma.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:09:02.362Z,FALSE
https://air538.app.cloud.gov/,cloud.gov,air538.app.cloud.gov,General Services Administration,"GSA, TTS",2023-06-10T00:27:10.414Z,TRUE
https://airbornescience.jpl.nasa.gov/,nasa.gov,airbornescience.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:35.078Z,FALSE
https://airbornescience.nasa.gov/,nasa.gov,airbornescience.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:22.350Z,TRUE
https://airc.nist.gov/home,nist.gov,airc.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T04:01:59.057Z,TRUE
https://aircrafticing.grc.nasa.gov/,nasa.gov,aircrafticing.grc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:34.762Z,TRUE
https://airforce.usajobs.gov/,usajobs.gov,airforce.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:07:22.897Z,TRUE
https://airknowledge.gov/,airknowledge.gov,airknowledge.gov,Environmental Protection Agency,U.S. Environmental Protection Agency,2023-06-10T03:27:52.581Z,TRUE
https://airleakage-calc.ornl.gov/#/,ornl.gov,airleakage-calc.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:39:58.853Z,FALSE
https://airmoss.jpl.nasa.gov/,nasa.gov,airmoss.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:54.253Z,FALSE
https://airmoss.ornl.gov/,ornl.gov,airmoss.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:41:14.202Z,TRUE
https://airnow-green.app.cloud.gov/,cloud.gov,airnow-green.app.cloud.gov,General Services Administration,"GSA, TTS",2023-06-10T00:49:32.640Z,TRUE
https://airquality.gsfc.nasa.gov/,nasa.gov,airquality.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:36.615Z,TRUE
https://airquality.lanl.gov/,lanl.gov,airquality.lanl.gov,Department of Energy,Los Alamos National Laboratory,2023-06-10T01:34:29.614Z,FALSE
https://airquality.weather.gov/,weather.gov,airquality.weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T03:28:05.261Z,FALSE
https://airrange.ssc.nasa.gov/WarningBanner/,nasa.gov,airrange.ssc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:38.120Z,FALSE
https://airs.jpl.nasa.gov/,nasa.gov,airs.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:20:19.370Z,TRUE
https://airsar.jpl.nasa.gov/,nasa.gov,airsar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:51.208Z,FALSE
https://airsl0.gesdisc.eosdis.nasa.gov/,nasa.gov,airsl0.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:55.582Z,FALSE
https://airsl1.gesdisc.eosdis.nasa.gov/,nasa.gov,airsl1.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:35.082Z,FALSE
https://airsl2.gesdisc.eosdis.nasa.gov/,nasa.gov,airsl2.gesdisc.eosdis.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:54:39.076Z,FALSE
https://airsnrt.jpl.nasa.gov/,nasa.gov,airsnrt.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:53:54.215Z,TRUE
https://airsnrt2.jpl.nasa.gov/,nasa.gov,airsnrt2.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:36:06.783Z,TRUE
https://airsteam.jpl.nasa.gov/,nasa.gov,airsteam.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:22:54.815Z,TRUE
https://ak-chin.nsopw.gov/,nsopw.gov,ak-chin.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T02:37:21.213Z,FALSE
https://ak3.acl.gov/,acl.gov,ak3.acl.gov,Department of Health and Human Services,Administration for Community Living,2023-06-10T00:26:54.871Z,FALSE
https://aka-www.hhs.gov/,hhs.gov,aka-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:21:58.258Z,TRUE
https://akadev-ion-www.hhs.gov/,hhs.gov,akadev-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:35:47.102Z,TRUE
https://akadev-juntossipodemos.hhs.gov/,hhs.gov,akadev-juntossipodemos.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:37:06.992Z,TRUE
https://akadev-wecandothis.hhs.gov/,hhs.gov,akadev-wecandothis.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:39:54.476Z,TRUE
https://akadev1-ion-www.hhs.gov/,hhs.gov,akadev1-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:37:40.729Z,TRUE
https://akadev2-ion-www.hhs.gov/,hhs.gov,akadev2-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:38:28.906Z,TRUE
https://akadev3-ion-www.hhs.gov/,hhs.gov,akadev3-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:36:54.898Z,TRUE
https://akadev4-ion-www.hhs.gov/,hhs.gov,akadev4-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:40:15.962Z,TRUE
https://akadev5-ion-www.hhs.gov/,hhs.gov,akadev5-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:39:42.267Z,TRUE
https://akaprod-betobaccofree.hhs.gov/,hhs.gov,akaprod-betobaccofree.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:27:16.056Z,FALSE
https://akaprod-digitalmedia.hhs.gov/,hhs.gov,akaprod-digitalmedia.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:37:47.070Z,TRUE
https://akaprod-hab.hrsa.gov/,hrsa.gov,akaprod-hab.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,2023-06-10T01:25:19.057Z,TRUE
https://akaprod-ion-www.hhs.gov/,hhs.gov,akaprod-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:37:22.447Z,TRUE
https://akaprod-therealcost.betobaccofree.hhs.gov/,hhs.gov,akaprod-therealcost.betobaccofree.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:25:46.036Z,TRUE
https://akaprod-www.foodsafety.gov/,foodsafety.gov,akaprod-www.foodsafety.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:38:12.899Z,TRUE
https://akaprod-www.hhs.gov/,hhs.gov,akaprod-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:27:25.124Z,TRUE
https://akaprod-www.stopbullying.gov/,stopbullying.gov,akaprod-www.stopbullying.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:00:43.528Z,TRUE
https://akastage-hab.hrsa.gov/,hrsa.gov,akastage-hab.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,2023-06-10T03:15:19.172Z,TRUE
https://akastage-ion-www.hhs.gov/,hhs.gov,akastage-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:37:18.110Z,TRUE
https://akastage-juntossipodemos.hhs.gov/,hhs.gov,akastage-juntossipodemos.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:37:51.558Z,TRUE
https://akastage-therealcost.betobaccofree.hhs.gov/,hhs.gov,akastage-therealcost.betobaccofree.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T01:26:38.536Z,TRUE
https://akastage-wecandothis.hhs.gov/,hhs.gov,akastage-wecandothis.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:40:46.948Z,TRUE
https://akastage-www.foodsafety.gov/,foodsafety.gov,akastage-www.foodsafety.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:39:41.185Z,TRUE
https://akastage-www.hhs.gov/,hhs.gov,akastage-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T02:22:05.016Z,TRUE
https://akastage-www.stopbullying.gov/,stopbullying.gov,akastage-www.stopbullying.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:01:50.201Z,TRUE
https://akastage.reproductiverights.gov/,reproductiverights.gov,akastage.reproductiverights.gov,Executive Office of the President,Executive Office of the President,2023-06-10T04:00:59.874Z,TRUE
https://akastage1-ion-www.hhs.gov/,hhs.gov,akastage1-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:39:58.718Z,TRUE
https://akastage2-ion-www.hhs.gov/,hhs.gov,akastage2-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:38:23.481Z,TRUE
https://akastage3-ion-www.hhs.gov/,hhs.gov,akastage3-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:36:53.442Z,TRUE
https://akastage4-ion-www.hhs.gov/,hhs.gov,akastage4-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:38:41.175Z,TRUE
https://akastage5-ion-www.hhs.gov/,hhs.gov,akastage5-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:39:38.733Z,TRUE
https://akatest-ion-www.hhs.gov/,hhs.gov,akatest-ion-www.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:37:49.780Z,TRUE
