final_url,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://alcoholtreatment.niaaa.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://aldo.ctss.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://alert.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://alerts-v2.weather.gov/#/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://alerts.pnnl.gov/staffinfo.asp,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://alerts.weather.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://all-sorns.app.cloud.gov/,General Services Administration,"GSA, TTS",TRUE
https://allaccess.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://allofus.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://alpha-api.urs.eosdis.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://alpha.cpars.gov/cpars/app/home_input.action,General Services Administration,"GSA, FAS, System for Award Management",FALSE
https://alpha.sam.gov/content/home,General Services Administration,"GSA, FAS, System for Award Management",TRUE
https://alpha.urs.eosdis.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://alpha2.sam.gov/content/home,General Services Administration,"GSA, FAS, System for Award Management",TRUE
https://als.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alshub.als.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alsusweb.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alumni.ilea.state.gov/,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://alumni.state.gov/,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://alumni.udall.gov/Login.aspx,Morris K. Udall and Stewart L. Udall Foundation,Morris K Udall Foundation,FALSE
https://alvarezphysicsmemos.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://alwg.cap.gov/,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://alzped.nia.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://amac.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://amberalert.ojp.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Prograns (OJP)",TRUE
https://amberjackm.nmfs.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://ambismobile.niaid.nih.gov/default.htm,Department of Health and Human Services,National Institutes of Health,FALSE
https://ambismobileqa.niaid.nih.gov/default.htm,Department of Health and Human Services,National Institutes of Health,FALSE
https://ambsurvey.nichd.nih.gov/ams/login.html,Department of Health and Human Services,National Institutes of Health,FALSE
https://amdar.ncep.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://amdsb.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://americanenglish.state.gov/,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://americansamoa.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://americanspaces.state.gov/,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://americaslibrary.gov/,Library of Congress,Library of Congress,FALSE
https://americorps.gov/,Corporation for National & Community Service,AmeriCorps,TRUE
https://ameriflux-data.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://ameriflux.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://amis.cdfifund.gov/AMISHome?ec=302&startURL=%2Fs%2F,Department of the Treasury,CDFI,FALSE
https://amlis.osmre.gov/,Department of the Interior,Office of Surface Mining,TRUE
https://ammd.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://ammos.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://amn.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://amo-csd.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://amos.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://amp.cdc.gov/s/login/?ec=302&startURL=%2Fs%2F,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://ampb.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://amplification.training.nij.gov/usermanagement/login_form?came_from=https%3A//amplification.training.nij.gov/&retry=&disable_cookie_login__=1&page_n=0&page_nm=,Department of Justice,Office of Justice Programs,TRUE
https://amputation.research.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://ampx-qa.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://ampx.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://amri.ninds.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://ams.hhs.gov/amsLogin/SimpleLogin.jsp,Department of Health and Human Services,Office of the Secretary,FALSE
https://ams.prod.usda.gov/,U.S. Department of Agriculture,USDA,TRUE
https://amtrakoig.gov/,AMTRAK,Office of Inspector General,FALSE
https://amview.japan.usembassy.gov/en/,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://anag-repo.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://analogstudies.jsc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://analysis.sns.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://analysistools.cancer.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://analyst.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://analytics.aj.intelink.gov/my.policy,Director of National Intelligence,Office of Director of National Intelligence - CIO (ICES),FALSE
https://analytics.app.cloud.gov/,General Services Administration,"GSA, TTS",TRUE
https://analytics.usa.gov/,General Services Administration,"GSA, TTS",TRUE
https://andr-ns1.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://angell.jobcorps.gov/,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://angler.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://animaldrugsatfda.fda.gov/adafda/views/#/search,Department of Health and Human Services,U. S. Food and Drug Administration,FALSE
https://animalresearch.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://annarbor.hsrd.research.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://annarbor.research.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://annie.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://annotation.blogs.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://annualreport.nichd.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://annualreport2014.bbg.gov/,United States Agency for Global Media,IBB/VOA/BBG,FALSE
https://anoc12.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://anp.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://answer.mycreditunion.gov/Pkb/,National Credit Union Administration,National Credit Union Administration,FALSE
https://answers.hud.gov/FHA/s/,Department of Housing and Urban Development,Web Master  Pulic Affair,FALSE
https://answers.usgs.gov/,Department of the Interior,U.S. Geological Survey,TRUE
https://antarcticsun.usap.gov/,National Science Foundation,"National Science Foundation, Office of Polar Programs",FALSE
https://anxietycognition.ctss.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://anxietyexercise.ctss.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://anyconnect.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,Headquarters,FALSE
https://anyconnect1.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,Headquarters,FALSE
https://anyconnect3.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,Headquarters,FALSE
https://anyconnect4.dhs.gov/CACHE/sdesktop/install/start.htm,Department of Homeland Security,Headquarters,FALSE
https://anywhere.gsa.gov/logon/LogonPoint/index.html,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://aom.giss.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://aopdb.epa.gov/,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://aoprals.state.gov/,Department of State,Bureau of Global Public Affairs (GPA),TRUE
https://aos.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://aotus.blogs.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://apd.phy.bnl.gov/,Department of Energy,Brookhaven National Laboratory,FALSE
https://apd440.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://apfs-cloud.dhs.gov/,Department of Homeland Security,Headquarters,TRUE
https://aphysics2.lanl.gov/apps/,Department of Energy,Los Alamos National Laboratory,FALSE
https://api-alpha.sam.gov/,General Services Administration,"GSA, FAS, System for Award Management",FALSE
https://api-stage.open.fec.gov/developers/,Federal Election Commission,Federal Election Commission,FALSE
https://api.abmc.gov/,American Battle Monuments Commission,American Battle Monuments Commission,TRUE
https://api.america.gov/,Department of State,Bureau of Global Public Affairs (GPA),FALSE
https://api.benefits.gov/,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://api.bluebutton.cms.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://api.data.gov/,General Services Administration,"GSA, TTS",TRUE
https://api.digitalmedia.hhs.gov/,Department of Health and Human Services,Office of the Secretary,TRUE
https://api.dol.gov/,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://api.globe.gov/search/swagger-ui.html,National Aeronautics and Space Administration,NASA Science Data Systems Branch,TRUE
https://api.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://api.ncpc.gov/,National Capital Planning Commission,National Capital Planning Commission,FALSE
https://api.nhtsa.gov/,Department of Transportation,National Highway Traffic Safety Administration,FALSE
https://api.ojp.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Prograns (OJP)",FALSE
https://api.open.fec.gov/developers/,Federal Election Commission,Federal Election Commission,TRUE
https://api.sam.gov/,General Services Administration,"GSA, FAS, System for Award Management",FALSE
https://api.seer.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://api.urs.eosdis.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://api.usaspending.gov/,Department of the Treasury,"General Services Administration, Office of Citizen Services",FALSE
https://api.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://api.weather.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://api2.foia.gov/,Department of Justice,"Department of Justice, Office of e-Government",FALSE
https://apigw.cdc.gov/,Department of Health and Human Services,Centers For Disease Control and Prevention,FALSE
https://apisstaging.niaaa.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://apistaging.globe.gov/search/swagger-ui.html,National Aeronautics and Space Administration,NASA Science Data Systems Branch,TRUE
https://apod.nasa.gov/apod/astropix.html,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://apology.pnl.gov/,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://app-template.jgi.doe.gov/wp-login.php?redirect_to=/,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://app.ncpc.gov/,National Capital Planning Commission,National Capital Planning Commission,FALSE
